id_estado,id_distrito,id_circuns,diputado_partido,x,y,r,theta,long.ajuste,lat.ajuste,long,lat
16,9,5,OTROS,-101.8781133,19.20709608,0.207345726,294.5454545,0.086134527,-0.188608306,-101.7919788,19.01848777
16,10,5,PAN,-101.8781133,19.20709608,0.622037178,327.2727273,0.523290973,-0.336298688,-101.3548223,18.87079739
16,11,5,PT,-101.8781133,19.20709608,0.414691452,360,0.414691452,6.35E-16,-101.4634218,19.20709608
17,1,4,MORENA,-99.07496233,18.74207794,0.201664212,72,0.062317669,0.191794063,-99.01264466,18.933872
17,2,4,MORENA,-99.07496233,18.74207794,0.253328425,144,-0.204947001,0.148902712,-99.27990933,18.89098065
17,3,4,PVEM,-99.07496233,18.74207794,0.201664212,216,-0.163149775,-0.11853525,-99.23811211,18.62354269
17,4,4,MORENA,-99.07496233,18.74207794,0.253328425,288,0.078282788,-0.240929649,-98.99667954,18.50114829
17,5,4,MORENA,-99.07496233,18.74207794,0.201664212,360,0.201664212,-4.94E-17,-98.87329812,18.74207794
18,1,1,MORENA,-104.8408535,21.80414017,0.428336785,120,-0.214168393,0.370950537,-105.0550219,22.17509071
18,2,1,MORENA,-104.8408535,21.80414017,0.214168393,240,-0.107084196,-0.185475269,-104.9479377,21.6186649
18,3,1,PT,-104.8408535,21.80414017,0.428336785,360,0.428336785,-1.05E-16,-104.4125167,21.80414017
19,1,2,PAN,-99.96896992,25.57259028,0.61912768,25.71428571,0.557814764,0.268629433,-99.41115516,25.84121971
19,2,2,PRI,-99.96896992,25.57259028,0.412751786,51.42857143,0.257346529,0.322702341,-99.71162339,25.89529262
19,3,2,MORENA,-99.96896992,25.57259028,0.206375893,77.14285714,0.045922956,0.201201619,-99.92304696,25.7737919
19,4,2,PAN,-99.96896992,25.57259028,0.61912768,102.8571429,-0.137768869,0.603604856,-100.1067388,26.17619514
19,5,2,PT,-99.96896992,25.57259028,0.412751786,128.5714286,-0.257346529,0.322702341,-100.2263164,25.89529262
19,6,2,PAN,-99.96896992,25.57259028,0.206375893,154.2857143,-0.185938255,0.089543144,-100.1549082,25.66213342
19,7,2,PVEM,-99.96896992,25.57259028,0.51912768,180,-0.51912768,-3.97E-16,-100.4880976,25.57259028
19,8,2,MORENA,-99.96896992,25.57259028,0.342751786,205.7142857,-0.308808689,-0.148714427,-100.2777786,25.42387585
19,9,2,PRI,-99.96896992,25.57259028,0.206375893,231.4285714,-0.128673265,-0.161351171,-100.0976432,25.41123911
19,10,2,PRI,-99.96896992,25.57259028,0.61912768,257.1428571,-0.137768869,-0.603604856,-100.1067388,24.96898542
19,11,2,PAN,-99.96896992,25.57259028,0.412751786,282.8571429,0.091845913,-0.402403237,-99.87712401,25.17018704
19,12,2,PVEM,-99.96896992,25.57259028,0.206375893,308.5714286,0.128673265,-0.161351171,-99.84029666,25.41123911
19,13,2,PVEM,-99.96896992,25.57259028,0.61912768,334.2857143,0.557814764,-0.268629433,-99.41115516,25.30396085
19,14,2,PT,-99.96896992,25.57259028,0.412751786,360,0.412751786,6.32E-16,-99.55621813,25.57259028
20,1,3,PT,-96.43013096,16.96144682,0.587462841,36,0.475267422,0.345301994,-95.95486354,17.30674881
20,2,3,MORENA,-96.43013096,16.96144682,0.391641894,72,0.121024001,0.372473576,-96.30910696,17.3339204
20,3,3,PT,-96.43013096,16.96144682,0.195820947,108,-0.060512001,0.186236788,-96.49064296,17.14768361
20,4,3,MORENA,-96.43013096,16.96144682,0.587462841,144,-0.475267422,0.345301994,-96.90539838,17.30674881
20,5,3,MORENA,-96.43013096,16.96144682,0.391641894,180,-0.391641894,4.80E-17,-96.82177285,16.96144682
20,6,3,PT,-96.43013096,16.96144682,0.195820947,216,-0.158422474,-0.115100665,-96.58855343,16.84634616
20,7,3,MORENA,-96.43013096,16.96144682,0.587462841,252,-0.181536002,-0.558710363,-96.61166696,16.40273646
20,8,3,PVEM,-96.43013096,16.96144682,0.391641894,288,0.121024001,-0.372473576,-96.30910696,16.58897324
20,9,3,MORENA,-96.43013096,16.96144682,0.195820947,324,0.158422474,-0.115100665,-96.27170849,16.84634616
20,10,3,MORENA,-96.43013096,16.96144682,0.587462841,360,0.587462841,-1.44E-16,-95.84266812,16.96144682
21,1,4,MORENA,-97.90009455,18.50606934,0.597803071,22.5,0.552298022,0.228769331,-97.449107,18.655577
21,2,4,PVEM,-97.90009455,18.50606934,0.398535381,45,0.28180707,0.28180707,-97.61828748,18.78787641
21,3,4,MORENA,-97.90009455,18.50606934,0.19926769,67.5,0.076256444,0.184099341,-97.82383811,18.69016868
21,4,4,MORENA,-97.90009455,18.50606934,0.597803071,90,3.66E-17,0.597803071,-97.90009455,19.10387241
21,5,4,MORENA,-97.90009455,18.50606934,0.398535381,112.5,-0.152512887,0.368198681,-98.05260744,18.87426802
21,6,4,MORENA,-97.90009455,18.50606934,0.19926769,135,-0.140903535,0.140903535,-98.04099809,18.64697288
21,7,4,MORENA,-97.90009455,18.50606934,0.597803071,157.5,-0.552298022,0.228769331,-98.45239257,18.73483867
21,8,4,MORENA,-97.90009455,18.50606934,0.398535381,180,-0.398535381,4.88E-17,-98.29862993,18.50606934
21,9,4,PVEM,-97.90009455,18.50606934,0.19926769,202.5,-0.184099341,-0.076256444,-98.08419389,18.4298129
21,10,4,MORENA,-97.90009455,18.50606934,0.597803071,225,-0.422710606,-0.422710606,-98.32280516,18.08335873
21,11,4,PT,-97.90009455,18.50606934,0.398535381,247.5,-0.152512887,-0.368198681,-98.05260744,18.13787066
21,12,4,PT,-97.90009455,18.50606934,0.19926769,270,-3.66E-17,-0.19926769,-97.90009455,18.30680165
21,13,4,MORENA,-97.90009455,18.50606934,0.597803071,292.5,0.228769331,-0.552298022,-97.67132522,18.95377132
21,14,4,MORENA,-97.90009455,18.50606934,0.398535381,315,0.28180707,-0.28180707,-97.61828748,18.22426227
